artist_name,artist_id,danceability,energy,valence,tempo_norm,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count
Henry Mancini,678009,0.455499162,0.359702938,0.459863998,0.473091829,0.637906039,1,0,0.778633703,0.508992154,0.133870046,0.014526602,0.076021952,0.244144017,0.191520468
Jackie Gleason,781399,0.14398553,0.260210569,0.113897325,0.37628273,0.617189659,1,0.454545455,0.864125567,0.719997853,0.18686627,0.039094188,0.086724507,0.133830916,0.191520468
The Clash,75747,0.575598149,0.720792298,0.730284976,0.597648059,0.735301861,1,0,0.169322405,0.100212114,0.212650286,0.05989198,0.104029696,0.458392234,0.190789474
The Byrds,631774,0.441776576,0.579242782,0.666312439,0.50999459,0.722749836,1,0.181818182,0.335670298,0.060775,0.236927064,0.015599533,0.07624095,0.345490529,0.190789474
George Jones,944310,0.544106135,0.397635908,0.590300457,0.451427,0.681203277,1,0.636363636,0.603041536,0.006299329,0.208151042,0.016160129,0.075312634,0.354537744,0.190789474
B.B. King,59156,0.544229025,0.530328291,0.653714872,0.457528424,0.755820356,1,0.181818182,0.584675089,0.046595567,0.253988175,0.054776011,0.118395868,0.301566952,0.189327485
Sublime,486047,0.618807522,0.63619777,0.603161475,0.452288945,0.788264083,1,0.818181818,0.195930352,0.069289521,0.225934511,0.101964277,0.093737338,0.539306105,0.184210526
The Allman Brothers Band,745964,0.400953893,0.622484396,0.62149988,0.515268296,0.699611716,1,0.181818182,0.332393901,0.292022951,0.410556199,0.02231782,0.228622432,0.388007055,0.183479532
Dolly Parton,175286,0.563017241,0.410478787,0.577927848,0.476744921,0.696536142,1,0.181818182,0.612552218,0.006759356,0.17337175,0.02194908,0.085011277,0.440740741,0.182017544
John Denver,811622,0.423874773,0.305508862,0.497259886,0.477407901,0.644917834,1,0.636363636,0.686467955,0.007756259,0.237537341,0.032421908,0.102593137,0.435259259,0.182017544
Juan Gabriel,240252,0.539051191,0.416288022,0.658012412,0.53868881,0.679287022,1,0.181818182,0.502048989,0.014464346,0.236838315,0.029167295,0.120376582,0.552606588,0.179824561
Santana,295756,0.473181614,0.648552801,0.618514197,0.539732422,0.685260683,1,0.636363636,0.2706533,0.401218483,0.225209764,0.035240354,0.149598898,0.463715748,0.179093567
The Doors,114342,0.493879403,0.50414129,0.573288808,0.528074016,0.657231004,1,0.818181818,0.389341402,0.074877292,0.260169057,0.071094985,0.108373463,0.537213404,0.178362573
The Weeknd,2674162,0.560807807,0.607399821,0.291276992,0.535919408,0.793370458,0,0,0.27252885,0.010888374,0.197761343,0.06804817,0.142939408,0.77802973,0.178362573
Dizzy Gillespie,162677,0.504732193,0.408483038,0.580718366,0.50153693,0.664647644,1,0.454545455,0.71992902,0.302206186,0.232768758,0.069727648,0.13814555,0.17141108,0.176169591
Judas Priest,246611,0.339788851,0.832390112,0.337606973,0.560230963,0.823477656,1,0.818181818,0.03530415,0.049967232,0.31602845,0.06090223,0.136264411,0.455769819,0.176169591
The Isley Brothers,766893,0.565904779,0.592659216,0.701861338,0.521073759,0.734501269,1,1,0.479272498,0.02070011,0.219574329,0.046629499,0.129635195,0.391133558,0.176169591
The Smiths,899530,0.467140886,0.769465464,0.64659277,0.582398294,0.790604061,1,0.363636364,0.108506559,0.075767212,0.247685451,0.0253539,0.112947503,0.567901235,0.176169591
ABBA,922728,0.561747237,0.647599601,0.671548037,0.517436759,0.762850016,1,0.818181818,0.35590653,0.028501228,0.188620417,0.014485796,0.118271089,0.503928171,0.176169591
Creedence Clearwater Revival,131627,0.578143473,0.658840647,0.726332391,0.540890143,0.737241356,1,0.181818182,0.124358648,0.13428017,0.245077415,0.023671605,0.107840098,0.558834076,0.175438596
Stevie Ray Vaughan,625739,0.401036941,0.636998088,0.624109471,0.541811891,0.696410796,1,0.727272727,0.166478531,0.27623435,0.345495285,0.028352321,0.154864711,0.468467078,0.174707602
Madonna,237205,0.693075379,0.667764191,0.645539043,0.487489808,0.738317712,1,0,0.222382209,0.051997977,0.130395556,0.026503449,0.151130472,0.585739694,0.171783626
Tom Waits,615119,0.522747547,0.336514981,0.448540635,0.468022645,0.628346864,1,0,0.713275694,0.090577887,0.206667184,0.077783338,0.117297331,0.450617284,0.171783626
Madonna,1482685,0.693075379,0.667764191,0.645539043,0.487489808,0.738317712,1,0,0.222382209,0.051997977,0.130395556,0.026503449,0.151130472,0.585739694,0.171783626
John Mayer,239827,0.574183303,0.535193236,0.467100772,0.485986606,0.756087822,1,0.636363636,0.387234275,0.042521296,0.277412816,0.015910105,0.136563507,0.693091673,0.171052632
Chris Brown,266063,0.658406379,0.639909103,0.481567472,0.485516263,0.823850875,0,0.090909091,0.102300734,8.05E-05,0.167426493,0.114282723,0.117291759,0.734646703,0.171052632
Alan Jackson,605375,0.625661108,0.531651801,0.581187279,0.531992289,0.739176122,1,0.636363636,0.325901638,0.004623416,0.164073137,0.008304546,0.103249886,0.552323425,0.169590643
Carmen Miranda,181694,0.711139425,0.319916842,0.85253881,0.482304761,0.607751244,1,0.272727273,0.87308272,0.098632998,0.155829681,0.127034365,0.076654,0.003724989,0.168859649
Chicago,110161,0.491162314,0.643850663,0.489652936,0.525643994,0.771387073,1,0,0.256748954,0.121840177,0.179784011,0.030910123,0.132834402,0.439184112,0.167397661
Joni Mitchell,270491,0.510080487,0.280027511,0.433325495,0.463191652,0.640924624,1,0.181818182,0.799893284,0.011353069,0.219809878,0.021050771,0.124418274,0.450778315,0.167397661
Bob Seger,72041,0.500293234,0.779818579,0.515728023,0.552085593,0.829946508,1,0.818181818,0.165729306,0.026797837,0.362741562,0.047298724,0.13545882,0.469674915,0.166666667
Phil Collins,337119,0.551113894,0.615116668,0.474260849,0.511210174,0.752325786,1,0.454545455,0.323360593,0.079535746,0.211609162,0.023031337,0.136012114,0.552590436,0.166666667
Brian Eno,617196,0.266429536,0.260596235,0.215586789,0.416051369,0.448741451,1,0,0.690826925,0.671231374,0.149092072,0.023346188,0.168891865,0.435009974,0.166666667
Frank Zappa,138699,0.443630246,0.626498495,0.581678911,0.528974629,0.68640883,1,0.818181818,0.231684588,0.142566955,0.347220407,0.094284046,0.149587626,0.381842019,0.164473684
Los Bukis,833631,0.632536579,0.541797285,0.744276925,0.497931356,0.676969287,1,0.636363636,0.28352959,0.013943646,0.219588505,0.020304376,0.10398117,0.543428384,0.164473684
Antonio Aguilar,783909,0.544928413,0.403416028,0.854588738,0.606142718,0.77084582,1,0.454545455,0.694289739,0.000236993,0.245840556,0.042317787,0.086946299,0.543703704,0.16374269
blink-182,757342,0.385346048,0.903233112,0.532242937,0.560030547,0.824127353,1,1,0.01843354,0.023564699,0.280143587,0.064597881,0.085178057,0.600730776,0.162280702
Van Halen,260206,0.421291755,0.796581107,0.510983441,0.536835771,0.763213477,1,0.727272727,0.131046362,0.064060593,0.178404429,0.048560756,0.117146236,0.531531531,0.161549708
Lefty Frizzell,190946,0.651692522,0.287396998,0.69394818,0.493358689,0.662945715,1,0.363636364,0.749095677,0.005796726,0.15601729,0.013423637,0.073362058,0.122898162,0.160818713
Black Sabbath,771438,0.302889375,0.625278874,0.405878562,0.553650507,0.685022755,1,0.818181818,0.137727371,0.15699873,0.19163625,0.03050142,0.171751964,0.44040404,0.160087719
Chuck Berry,120521,0.620464866,0.615981424,0.821197737,0.541991911,0.720375792,1,0,0.685909622,0.123340436,0.187944142,0.040652849,0.069953448,0.36693162,0.159356725
The Dave Brubeck Quartet,142767,0.555825233,0.269821578,0.53018607,0.493515885,0.570526093,0,0.454545455,0.788902429,0.381362498,0.232929907,0.023588666,0.183133391,0.261965161,0.159356725
Linda Ronstadt,686897,0.450609725,0.30760432,0.447705109,0.506493079,0.648616991,1,0,0.553121872,0.009111702,0.157469178,0.013348398,0.094695163,0.4013755,0.159356725
Yes,685647,0.373001965,0.625359884,0.465314376,0.488671056,0.737209885,1,0.818181818,0.22894058,0.152927232,0.243381689,0.032573322,0.229256663,0.411484879,0.158625731
Simon & Garfunkel,38936,0.418985683,0.364758861,0.493796691,0.476411846,0.601515752,1,0.181818182,0.608993914,0.038442918,0.287774773,0.029424001,0.085293665,0.553269319,0.157163743
Kenny Chesney,68551,0.604307404,0.636793692,0.503380265,0.547494683,0.779233987,1,0.636363636,0.202105021,0.002292584,0.181392491,0.01726949,0.120634452,0.614654778,0.157163743
Luis Miguel,311680,0.477318176,0.620791043,0.474576057,0.525018083,0.769847742,1,0,0.360833429,0.000583544,0.193265608,0.01670391,0.11318873,0.644490169,0.157163743
Barbra Streisand,855531,0.321901047,0.294290117,0.281349616,0.432948561,0.639284465,1,0.818181818,0.724980942,0.017092292,0.202607212,0.049644209,0.11393196,0.382201646,0.157163743
The Temptations,569685,0.584771874,0.551337083,0.739395175,0.499024556,0.722737156,1,0,0.430420175,0.021026126,0.174204285,0.021431272,0.109835099,0.376916451,0.156432749
Linkin Park,289599,0.534300422,0.852301933,0.466149162,0.508035802,0.846243335,1,0.818181818,0.074798001,0.034939494,0.272846841,0.081436781,0.101970521,0.678089304,0.155701754
Jimi Hendrix,354105,0.390413776,0.716257066,0.537058531,0.508388209,0.757732204,1,0.727272727,0.211986459,0.17814105,0.264953368,0.080722949,0.126815689,0.522787585,0.155701754
ZZ Top,690254,0.551643571,0.699605489,0.679731214,0.521967142,0.731002678,1,0.636363636,0.152089652,0.103517428,0.217325202,0.03419593,0.111780922,0.490942656,0.155701754
Maria Callas,740576,0.245763862,0.165997327,0.130143733,0.373065564,0.568413134,1,0.181818182,0.978704517,0.076368891,0.229707844,0.04292337,0.114711647,0.099803854,0.155701754
Alabama,936206,0.533325135,0.471111721,0.547656288,0.486395513,0.673391416,1,0.636363636,0.264416456,0.000891272,0.228948632,0.017664331,0.124166842,0.445309796,0.155701754
Beyonc脙漏,761179,0.56743528,0.596130479,0.454074146,0.529894828,0.793172616,1,0.090909091,0.201853684,0.009819417,0.206270043,0.142270872,0.127116838,0.725716282,0.154239766
Ant脙麓nio Carlos Jobim,781837,0.469938876,0.258015066,0.452986736,0.504986927,0.557362556,1,0.181818182,0.732315785,0.295871165,0.152302951,0.026142208,0.100248275,0.466864663,0.154239766
The Band,38490,0.532839904,0.623837258,0.634807034,0.50267029,0.741876994,1,0,0.382489524,0.041963983,0.284358218,0.043021596,0.126693672,0.398279796,0.153508772
