,artist_name,artist_id,danceability,energy,valence,tempo_norm,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,duration_ms,popularity,count,genre,cluster
13,Glenn Gould,803752,0.317147086,0.220769892,0.646948356,0.45122432100000004,0.43452133299999995,1,0.636363636,0.984252276,0.89038404,0.13273675599999998,0.025906428,0.091707254,0.22947215199999998,0.606725146,Classical,8
14,The Beatles,754032,0.5008796010000001,0.546201554,0.621550741,0.5128702820000001,0.734274236,1,0.0,0.36180249700000006,0.053346487000000005,0.219889055,0.032301046,0.08066326,0.593342634,0.600877193,Pop/Rock,8
15,Fleetwood Mac,182900,0.564049262,0.516577243,0.609194162,0.525436757,0.679057935,1,0.818181818,0.361210582,0.133955209,0.241566685,0.019466986999999998,0.12242648800000001,0.430547801,0.581140351,Pop/Rock,8
16,Led Zeppelin,139026,0.386980637,0.6885708509999999,0.502166228,0.500422034,0.721749944,1,0.181818182,0.224434178,0.162816936,0.223354317,0.04158153,0.176491583,0.51132296,0.49342105299999994,Pop/Rock,8
17,Bob Marley & the Wailers,69402,0.7514120740000001,0.546988743,0.757742985,0.508453896,0.734682627,1,0.818181818,0.20506343300000002,0.029272721,0.289378595,0.138919604,0.14287823800000002,0.53249399,0.44225146200000004,Reggae,13
18,Nina Simone,411761,0.412959821,0.330323808,0.44809540700000006,0.475348977,0.645208095,1,0.818181818,0.78307034,0.039540576,0.28981899899999997,0.037415219,0.117553843,0.35401071799999995,0.415204678,Vocal,13
19,Elton John,796734,0.5029124389999999,0.585480442,0.528278107,0.552523184,0.734925073,1,0.0,0.35236743299999995,0.011862717,0.21926632100000001,0.020518624,0.146319951,0.470266041,0.414473684,Pop/Rock,13
20,Stevie Wonder,622805,0.5428452539999999,0.5249783,0.617701491,0.47151809299999997,0.677787323,1,0.090909091,0.344588998,0.025823125,0.178498897,0.033616866,0.12610574800000002,0.425687197,0.39619883,R&B;,13
21,Marvin Gaye,316834,0.522794014,0.556693959,0.653168698,0.48484482,0.7089592240000001,0,0.0,0.4249434,0.140865508,0.22795938,0.028577062,0.11647932800000001,0.399822332,0.395467836,R&B;,13
22,Leonard Bernstein,239859,0.27605706,0.210282656,0.221395532,0.422222645,0.501422665,1,0.454545455,0.878938923,0.520053616,0.22438876300000002,0.06653968099999999,0.17899507899999997,0.13381712,0.39473684200000003,Classical,13
23,The Who,577627,0.444231793,0.723640884,0.499910485,0.547975984,0.755043226,1,0.181818182,0.224790341,0.071317244,0.250559231,0.042095804,0.121853202,0.367510368,0.377923977,Pop/Rock,13
24,Willie Nelson,583959,0.547398376,0.37304924,0.494526898,0.480172748,0.656304502,1,0.181818182,0.609817673,0.037499314,0.208400977,0.02406475,0.09085975199999999,0.392712454,0.375730994,Country,13
25,Grateful Dead,988440,0.542480799,0.517133641,0.632236431,0.510493176,0.676953195,1,0.818181818,0.439615714,0.138008887,0.328529179,0.023632871,0.183201778,0.39999518700000003,0.374269006,Pop/Rock,13
26,John Coltrane,175553,0.43067267200000003,0.35506379899999996,0.425149531,0.48606854,0.6495566660000001,1,0.0,0.6839520109999999,0.149638952,0.17298759800000002,0.032208069,0.242104927,0.280583614,0.36915204700000004,Jazz,13
27,Thelonious Monk,490416,0.5300065429999999,0.285337413,0.39066576,0.46928928700000005,0.622466368,1,0.454545455,0.822168331,0.511284808,0.137379848,0.038933800000000005,0.156073645,0.22823162600000002,0.358187135,Jazz,13
28,Oscar Peterson,489316,0.540436193,0.168648207,0.38545523600000003,0.41075668299999996,0.492723012,1,0.0,0.9320913679999999,0.787923189,0.117124534,0.025849273,0.104145314,0.181983505,0.351608187,Jazz,13
29,Metallica,446509,0.318361192,0.9041699040000001,0.326851615,0.5356512370000001,0.8158241190000001,1,0.363636364,0.020140282,0.23436663800000002,0.34869491799999996,0.082053232,0.20335418600000002,0.49419026899999996,0.347222222,Pop/Rock,13
30,U2,219203,0.412889687,0.679860378,0.43232197200000005,0.545723421,0.7279579190000001,1,0.727272727,0.124007028,0.13195944099999998,0.304242428,0.023906605,0.13773048300000001,0.49823437600000003,0.328947368,Pop/Rock,13
31,David Bowie,531986,0.47347210100000003,0.594763174,0.545905196,0.522515353,0.6962142,1,0.0,0.255599003,0.078522548,0.205299447,0.039116062,0.12360241300000001,0.51516913,0.325292398,Pop/Rock,13
32,Waylon Jennings,200791,0.586326699,0.49074851700000005,0.641798013,0.475298469,0.671198945,1,0.181818182,0.494985319,0.087779209,0.22037711899999998,0.016120976000000002,0.08349438299999999,0.37799972299999995,0.324561404,Country,13
33,The Kinks,100160,0.529465144,0.707735365,0.6802288129999999,0.518309166,0.772185813,1,0.636363636,0.297476209,0.023032922,0.178761741,0.034279357999999996,0.088044499,0.37009105600000003,0.322368421,Pop/Rock,13
34,Red Hot Chili Peppers,883318,0.530176557,0.82332669,0.506223958,0.489806928,0.833207812,1,0.0,0.056916189000000006,0.077791836,0.17686440899999997,0.058163981,0.122751833,0.589830317,0.319444444,Pop/Rock,13
35,Aretha Franklin,927555,0.534353647,0.43032222200000003,0.573393806,0.500688986,0.708361152,1,0.0,0.606796466,0.006103258,0.257902742,0.039661506,0.107872497,0.38106616600000004,0.316520468,R&B;,13
36,Doris Day,189644,0.38593487600000004,0.160719847,0.332990119,0.450561657,0.599525367,1,0.0,0.8796328959999999,0.008650644,0.193660093,0.026516742000000003,0.078161538,0.17116649399999997,0.312134503,Vocal,13
37,George Strait,944084,0.617554085,0.483404289,0.562376622,0.52200036,0.686405594,1,0.818181818,0.326255044,0.004878035,0.17852901300000001,0.008534627,0.088239674,0.502956008,0.310672515,Country,13
38,Van Morrison,307461,0.5343950470000001,0.502566125,0.60321428,0.499001882,0.696169747,1,0.636363636,0.401872881,0.026128185,0.226205767,0.036044109,0.144282684,0.431804119,0.305555556,Pop/Rock,13
39,Pink Floyd,346336,0.343532181,0.414643485,0.24135740600000002,0.485844548,0.601823334,1,0.636363636,0.38989449200000004,0.307996781,0.355395061,0.038578094,0.168273017,0.559134013,0.301900585,Pop/Rock,13
40,Taylor Swift,472102,0.594372734,0.637231257,0.42332689,0.521406702,0.821175147,1,0.636363636,0.18034171100000002,0.000464331,0.148323803,0.031410562999999996,0.12134497300000001,0.7056740859999999,0.29239766100000003,Pop/Rock,13
41,Sam Cooke,238115,0.43462117200000006,0.450590375,0.603019682,0.46829427,0.7201260909999999,1,0.636363636,0.702104319,0.000262906,0.283478998,0.041615075,0.0780482,0.35961869,0.28801169600000004,R&B;,13
42,Billy Joel,85915,0.522441892,0.614058601,0.5463448870000001,0.518953123,0.7442659559999999,1,0.0,0.367879203,0.021777102000000003,0.25629977,0.03810066,0.134872038,0.49558187600000003,0.287280702,Pop/Rock,13
43,Eric Clapton,187478,0.5560415360000001,0.562273505,0.657334002,0.48325535399999997,0.69764406,1,0.636363636,0.359004531,0.155325231,0.34674524799999995,0.031168452000000003,0.141460566,0.44457237899999996,0.281432749,Pop/Rock,13
44,Kiss,84209,0.478096701,0.8574186490000001,0.551233871,0.561771131,0.79907145,1,0.090909091,0.171375589,0.075547999,0.34189451,0.062851869,0.11350067400000001,0.442957792,0.278508772,Pop/Rock,13
45,Sarah Vaughan,204901,0.358765499,0.216029506,0.286919519,0.450306561,0.639716159,1,0.9090909090000001,0.8731249179999999,0.00054564,0.22915018399999998,0.028506947,0.092264765,0.189689252,0.27777777800000003,Vocal,13
46,John Williams,232480,0.216406978,0.17456647,0.15443106,0.415555093,0.453852178,1,0.181818182,0.848478417,0.7522218159999999,0.142610864,0.024258931,0.12712558699999998,0.46446534700000003,0.275584795,Stage & Screen,5
47,John Williams,1535255,0.216406978,0.17456647,0.15443106,0.415555093,0.453852178,1,0.181818182,0.848478417,0.7522218159999999,0.142610864,0.024258931,0.12712558699999998,0.46446534700000003,0.275584795,Stage & Screen,5
48,Talking Heads,131650,0.68981223,0.68481117,0.7933204640000001,0.51171873,0.7409405059999999,1,0.181818182,0.146743808,0.121686195,0.278570597,0.027798964,0.13481063199999999,0.447195206,0.274853801,Pop/Rock,13
49,Nat King Cole,317093,0.401829083,0.283835583,0.4264197,0.439848805,0.640143791,1,0.0,0.792115201,0.079857727,0.173298335,0.02992484,0.074601818,0.30147034699999997,0.274853801,Jazz,13
50,Jimmy Buffett,350840,0.630362206,0.461286005,0.6717104429999999,0.520567557,0.645625797,1,0.636363636,0.37271904899999997,0.009399843,0.18240943899999998,0.021972955,0.113593875,0.425189115,0.274853801,Pop/Rock,13
51,Michael Jackson,467203,0.713833732,0.6929626759999999,0.6275723670000001,0.495891213,0.793846064,1,1.0,0.256324983,0.047260654000000006,0.19197511899999997,0.049326547000000005,0.138019532,0.600238308,0.271929825,R&B;,13
52,Charles Mingus,9680,0.408359614,0.301701279,0.409145078,0.45150571,0.592559197,1,0.454545455,0.6945280770000001,0.245167682,0.21688600800000002,0.042757166,0.218003282,0.205424003,0.266812865,Jazz,13
53,The Cure,137390,0.562560788,0.698999431,0.571320852,0.561402492,0.75721442,1,0.818181818,0.182621335,0.329728017,0.196312755,0.035903918,0.135684517,0.394277334,0.26388888899999996,Pop/Rock,13
54,Genesis,199995,0.399019689,0.564165798,0.365180875,0.497705451,0.6961807329999999,1,0.636363636,0.255520503,0.108178694,0.257704358,0.025374412000000002,0.18449927100000002,0.375982043,0.240497076,Pop/Rock,13
55,Bill Evans Trio,781423,0.440962385,0.189099944,0.262840325,0.412180119,0.49300020200000005,0,0.0,0.870157327,0.711910345,0.23239863600000002,0.018953448,0.173587557,0.267690455,0.239035088,Jazz,5
56,R.E.M.,325459,0.436028209,0.692867942,0.654688576,0.595398917,0.738882893,1,0.181818182,0.143534725,0.11692579,0.176056908,0.019409314,0.11575892800000001,0.454884926,0.236111111,Pop/Rock,13
57,Otis Redding,414251,0.623450489,0.395172559,0.628166404,0.5569723120000001,0.694598657,1,0.818181818,0.44407939799999996,0.01493705,0.19976750699999998,0.035337657,0.081888345,0.410455723,0.236111111,R&B;,13
58,Bruce Springsteen,530745,0.437585073,0.6238565389999999,0.523048496,0.525776315,0.7028573840000001,1,0.454545455,0.237777415,0.023084266000000003,0.40334408200000005,0.03023374,0.143644965,0.545679012,0.233187135,Pop/Rock,13
59,The Moody Blues,404434,0.325040963,0.48868837299999995,0.397891292,0.47331679,0.693890989,1,0.818181818,0.410596065,0.201323355,0.250764135,0.023029082000000003,0.125476709,0.331475676,0.23245614,Pop/Rock,13
60,Asha Bhosle,615026,0.54425624,0.384173062,0.717583552,0.484531926,0.713350768,1,0.272727273,0.921554478,0.175637065,0.224793975,0.151942044,0.118228835,0.061612291,0.23245614,International,13
61,Eagles,144847,0.508745753,0.547358217,0.562220185,0.48229360600000004,0.731911949,1,0.636363636,0.302551277,0.070432032,0.349725694,0.014517023,0.138042022,0.557613169,0.227339181,Pop/Rock,13
62,Peggy Lee,256349,0.567678522,0.23156061600000002,0.511077494,0.481590001,0.641513413,1,0.636363636,0.8118562090000001,0.018072875,0.171277664,0.030233054,0.07587922700000001,0.233974359,0.227339181,Avant-Garde,13
63,Peggy Lee,256349,0.567678522,0.23156061600000002,0.511077494,0.481590001,0.641513413,1,0.636363636,0.8118562090000001,0.018072875,0.171277664,0.030233054,0.07587922700000001,0.233974359,0.227339181,Vocal,13
64,Nirvana,355142,0.39819500700000005,0.763805263,0.431563789,0.588424142,0.767015168,1,0.090909091,0.108217051,0.110098112,0.174543134,0.040974074,0.10527942900000001,0.569325736,0.227339181,Pop/Rock,13
65,Nirvana,357406,0.39819500700000005,0.763805263,0.431563789,0.588424142,0.767015168,1,0.090909091,0.108217051,0.110098112,0.174543134,0.040974074,0.10527942900000001,0.569325736,0.227339181,Pop/Rock,13
66,Peggy Lee,467749,0.567678522,0.23156061600000002,0.511077494,0.481590001,0.641513413,1,0.636363636,0.8118562090000001,0.018072875,0.171277664,0.030233054,0.07587922700000001,0.233974359,0.227339181,Avant-Garde,13
67,Peggy Lee,467749,0.567678522,0.23156061600000002,0.511077494,0.481590001,0.641513413,1,0.636363636,0.8118562090000001,0.018072875,0.171277664,0.030233054,0.07587922700000001,0.233974359,0.227339181,Vocal,13
68,John Prine,814751,0.537575841,0.35390830799999995,0.6255927020000001,0.548207844,0.589199414,1,0.636363636,0.560913112,0.004602893,0.213348185,0.017307407,0.102212074,0.438810979,0.225146199,Pop/Rock,13
69,Sonny Rollins,39656,0.5130348889999999,0.38115162,0.588201275,0.47076124399999997,0.645102301,1,0.0,0.655110353,0.23684751399999998,0.220728565,0.048825292,0.217255917,0.18650793699999998,0.224415205,Jazz,13
70,James Taylor,204386,0.595614231,0.339726808,0.5060706770000001,0.45560671799999997,0.624086873,1,0.0,0.550496989,0.015296068999999999,0.200582078,0.017745306000000002,0.105253537,0.43618727,0.224415205,Pop/Rock,13
71,James Taylor,600069,0.595614231,0.339726808,0.5060706770000001,0.45560671799999997,0.624086873,1,0.0,0.550496989,0.015296068999999999,0.200582078,0.017745306000000002,0.105253537,0.43618727,0.224415205,Pop/Rock,13
72,Chet Baker,94210,0.472103626,0.187369956,0.379080476,0.46697547899999997,0.586690685,1,0.0,0.905286625,0.457080765,0.147571336,0.023959539,0.12364209400000001,0.295648654,0.222222222,Jazz,13
73,Rush,203008,0.41628112899999997,0.7803934090000001,0.466703397,0.5669403479999999,0.7461108590000001,1,0.181818182,0.091986364,0.10039047400000001,0.336255529,0.031053543,0.192755111,0.44403966799999994,0.222222222,Pop/Rock,13
74,Prince,361393,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,International,13
75,Prince,361393,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,R&B;,13
76,AC/DC,574772,0.44092559,0.8508835240000001,0.490730802,0.556298535,0.851731302,1,0.818181818,0.030362239,0.233859791,0.291173289,0.05224647,0.136663545,0.602962963,0.21856725100000002,Pop/Rock,13
77,Prince,1426748,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,International,13
78,Prince,1426748,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,R&B;,13
79,Prince,1589051,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,International,13
80,Prince,1589051,0.7034596190000001,0.549121153,0.627035656,0.509224813,0.6729872179999999,1,0.090909091,0.19987424199999998,0.064397245,0.218783025,0.054901939000000004,0.162319185,0.5065020579999999,0.21856725100000002,R&B;,13
81,Ramones,490004,0.400958638,0.881584708,0.738111897,0.744853016,0.8573876309999999,1,0.818181818,0.052302439000000006,0.107751825,0.21034358600000003,0.045451983,0.063435795,0.425675676,0.215643275,Pop/Rock,13
82,Neil Young,379125,0.489197903,0.39609108200000004,0.490249957,0.541851247,0.6557081029999999,1,0.636363636,0.462658977,0.047456892,0.254510146,0.015496421000000002,0.130769288,0.476610397,0.214181287,Pop/Rock,13
83,Julie London,247966,0.39114437,0.18739776,0.259593465,0.42758209700000005,0.615541683,1,0.9090909090000001,0.818327923,0.006846253,0.159317462,0.025499557000000003,0.069435031,0.261500085,0.212719298,Vocal,13
84,Los Tigres del Norte,806336,0.7640105759999999,0.518156753,0.9094789109999999,0.526233065,0.74374238,1,0.818181818,0.380807778,0.00015964,0.157884694,0.10241431,0.08860468199999999,0.539761601,0.21125731,Latin,13
85,Stan Getz,742899,0.477434914,0.23588653199999998,0.520695598,0.46870184600000003,0.5652449079999999,1,0.454545455,0.881396546,0.322241854,0.15809551800000002,0.026090658,0.163122082,0.266141868,0.209064327,Jazz,13
86,Green Day,154544,0.367023562,0.898315438,0.6603640789999999,0.609216971,0.864972999,1,0.090909091,0.018572314,0.020816693,0.192515438,0.05166994900000001,0.099907193,0.591669962,0.204678363,Pop/Rock,13
87,Marty Robbins,858710,0.5651791310000001,0.33816041700000005,0.545958828,0.475882872,0.6831351520000001,1,0.363636364,0.803016136,0.00860066,0.179135262,0.018563356,0.084719178,0.311673477,0.204678363,Country,13
88,Bill Evans,61912,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Jazz,5
89,Bill Evans,61912,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Country,5
90,Bill Evans,74005,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Jazz,5
91,Bill Evans,74005,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Country,5
92,Bill Evans,764702,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Jazz,5
93,Bill Evans,764702,0.458067313,0.22461901899999998,0.345477153,0.414080554,0.536540322,1,0.0,0.882723633,0.6523087870000001,0.128585916,0.021274604,0.166350933,0.319797178,0.20394736800000002,Country,5
94,Bee Gees,43714,0.54238323,0.51012675,0.5981912979999999,0.433456691,0.697602025,1,0.636363636,0.248667713,0.047453692,0.24346697,0.017626974,0.11449859300000001,0.525356831,0.19590643300000002,Pop/Rock,13
95,"Hank Williams, Jr.",117844,0.61061841,0.5309367229999999,0.653884469,0.48619644100000003,0.681064744,1,0.181818182,0.236101179,0.0009404319999999999,0.150424219,0.021847107999999997,0.097460343,0.444352655,0.19590643300000002,Country,13
96,Journey,291043,0.374270505,0.742344285,0.414025039,0.558242406,0.791780255,1,0.181818182,0.122322045,0.02528492,0.295407951,0.030560182,0.12298851699999999,0.47767222,0.19590643300000002,Pop/Rock,13
97,Depeche Mode,239921,0.6059046539999999,0.6867065529999999,0.6071445639999999,0.520383164,0.7116975999999999,1,0.0,0.242972617,0.23162336100000003,0.216748905,0.018366002,0.138415055,0.427844824,0.194444444,Pop/Rock,13
98,Wings,956707,0.490621973,0.476611771,0.534104652,0.509880192,0.672507451,1,0.181818182,0.318190842,0.053908106,0.32319096,0.026174229,0.124664564,0.431170519,0.19371345,Pop/Rock,13
99,Neil Diamond,864209,0.44239461700000005,0.42829727100000003,0.513356366,0.44740724200000004,0.646530815,1,0.818181818,0.414478068,0.045353823,0.220912898,0.021644424,0.10003252300000001,0.438900536,0.19298245600000002,Pop/Rock,13
100,Electric Light Orchestra,163229,0.467505706,0.5648678420000001,0.529575012,0.518346211,0.727028595,1,0.818181818,0.452716602,0.066104502,0.264121609,0.018278096,0.126426259,0.48653198700000005,0.19225146199999998,Pop/Rock,13
101,Aerosmith,604852,0.407911924,0.790457608,0.534007565,0.5515552779999999,0.7830129490000001,1,0.818181818,0.078825248,0.034163837,0.261657558,0.026212056,0.138378665,0.498035915,0.19225146199999998,Pop/Rock,13
102,Henry Mancini,678009,0.455499162,0.35970293799999997,0.459863998,0.47309182899999996,0.637906039,1,0.0,0.778633703,0.508992154,0.133870046,0.014526602,0.076021952,0.244144017,0.191520468,Easy Listening,13
103,Jackie Gleason,781399,0.14398553,0.260210569,0.113897325,0.37628273,0.617189659,1,0.454545455,0.864125567,0.719997853,0.18686627,0.039094187999999995,0.08672450699999999,0.133830916,0.191520468,Easy Listening,5
104,The Clash,75747,0.575598149,0.720792298,0.730284976,0.597648059,0.735301861,1,0.0,0.169322405,0.100212114,0.21265028600000002,0.05989198,0.10402969599999999,0.458392234,0.190789474,Pop/Rock,13
105,The Byrds,631774,0.44177657600000003,0.579242782,0.666312439,0.50999459,0.722749836,1,0.181818182,0.335670298,0.060775,0.236927064,0.015599533,0.07624095,0.345490529,0.190789474,Pop/Rock,13
106,George Jones,944310,0.544106135,0.397635908,0.590300457,0.451427,0.681203277,1,0.636363636,0.603041536,0.006299329,0.20815104199999998,0.016160129,0.075312634,0.354537744,0.190789474,Country,13
107,B.B. King,59156,0.544229025,0.530328291,0.653714872,0.457528424,0.755820356,1,0.181818182,0.584675089,0.046595567000000004,0.253988175,0.054776011,0.118395868,0.301566952,0.189327485,Blues,13
108,Sublime,486047,0.618807522,0.63619777,0.603161475,0.452288945,0.788264083,1,0.818181818,0.195930352,0.06928952099999999,0.225934511,0.10196427699999999,0.093737338,0.539306105,0.184210526,Pop/Rock,13
109,The Allman Brothers Band,745964,0.40095389299999995,0.622484396,0.62149988,0.515268296,0.6996117159999999,1,0.181818182,0.332393901,0.29202295100000003,0.410556199,0.02231782,0.228622432,0.388007055,0.183479532,Pop/Rock,13
110,Dolly Parton,175286,0.5630172410000001,0.410478787,0.577927848,0.476744921,0.696536142,1,0.181818182,0.6125522179999999,0.006759355999999999,0.17337175,0.02194908,0.085011277,0.440740741,0.18201754399999998,Country,13
111,John Denver,811622,0.423874773,0.305508862,0.49725988600000004,0.477407901,0.644917834,1,0.636363636,0.686467955,0.007756259000000001,0.237537341,0.032421908,0.10259313699999999,0.435259259,0.18201754399999998,Pop/Rock,13
112,Juan Gabriel,240252,0.539051191,0.41628802200000004,0.658012412,0.53868881,0.679287022,1,0.181818182,0.502048989,0.014464346000000001,0.236838315,0.029167295,0.120376582,0.552606588,0.17982456100000002,Latin,13
113,Santana,295756,0.473181614,0.648552801,0.618514197,0.539732422,0.685260683,1,0.636363636,0.2706533,0.40121848299999996,0.22520976399999998,0.035240354,0.149598898,0.463715748,0.17909356699999998,Pop/Rock,13
114,The Doors,114342,0.493879403,0.50414129,0.5732888079999999,0.528074016,0.657231004,1,0.818181818,0.389341402,0.074877292,0.260169057,0.071094985,0.108373463,0.537213404,0.178362573,Pop/Rock,13
115,The Weeknd,2674162,0.560807807,0.607399821,0.291276992,0.5359194079999999,0.793370458,0,0.0,0.27252885,0.010888374,0.197761343,0.06804817,0.14293940800000002,0.77802973,0.178362573,R&B;,13
116,Dizzy Gillespie,162677,0.5047321929999999,0.40848303799999996,0.580718366,0.50153693,0.664647644,1,0.454545455,0.71992902,0.302206186,0.23276875800000002,0.069727648,0.13814555,0.17141108,0.17616959100000001,Jazz,13
117,Judas Priest,246611,0.339788851,0.832390112,0.337606973,0.560230963,0.8234776559999999,1,0.818181818,0.03530415,0.049967232,0.31602845,0.06090223,0.136264411,0.45576981899999996,0.17616959100000001,Pop/Rock,2
118,The Isley Brothers,766893,0.565904779,0.592659216,0.701861338,0.521073759,0.734501269,1,1.0,0.479272498,0.02070011,0.21957432899999998,0.046629499000000005,0.129635195,0.391133558,0.17616959100000001,R&B;,13
119,The Smiths,899530,0.46714088600000003,0.769465464,0.64659277,0.582398294,0.7906040609999999,1,0.363636364,0.108506559,0.075767212,0.24768545100000003,0.025353900000000002,0.112947503,0.567901235,0.17616959100000001,Pop/Rock,13
120,ABBA,922728,0.5617472370000001,0.647599601,0.671548037,0.517436759,0.7628500159999999,1,0.818181818,0.35590653,0.028501227999999997,0.18862041699999998,0.014485796,0.11827108900000001,0.503928171,0.17616959100000001,Pop/Rock,13
121,Creedence Clearwater Revival,131627,0.578143473,0.658840647,0.7263323909999999,0.5408901429999999,0.737241356,1,0.181818182,0.124358648,0.13428017,0.245077415,0.023671605,0.10784009800000001,0.558834076,0.175438596,Pop/Rock,13
122,Stevie Ray Vaughan,625739,0.40103694100000004,0.636998088,0.624109471,0.541811891,0.6964107959999999,1,0.727272727,0.16647853099999999,0.27623435,0.345495285,0.028352321,0.154864711,0.468467078,0.174707602,Pop/Rock,13
123,Madonna,237205,0.693075379,0.6677641910000001,0.645539043,0.48748980799999997,0.7383177120000001,1,0.0,0.222382209,0.051997977,0.130395556,0.026503449,0.151130472,0.585739694,0.17178362600000002,International,13
124,Madonna,237205,0.693075379,0.6677641910000001,0.645539043,0.48748980799999997,0.7383177120000001,1,0.0,0.222382209,0.051997977,0.130395556,0.026503449,0.151130472,0.585739694,0.17178362600000002,Pop/Rock,13
125,Tom Waits,615119,0.522747547,0.336514981,0.448540635,0.468022645,0.628346864,1,0.0,0.713275694,0.090577887,0.20666718399999998,0.077783338,0.11729733099999999,0.450617284,0.17178362600000002,Pop/Rock,13
